area,cases,date
Out of County,0,2020-09-14
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",185,2020-09-11
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1160,2020-09-11
CITY OF GOLETA,233,2020-09-11
COMMUNITY OF ISLA VISTA,180,2020-09-11
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,183,2020-09-11
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",131,2020-09-11
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,753,2020-09-11
FEDERAL PRISON IN LOMPOC,1024,2020-09-11
CITY OF SANTA MARIA,3715,2020-09-11
COMMUNITY OF ORCUTT,287,2020-09-11
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",368,2020-09-11
Out of County,0,2020-09-11
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",185,2020-09-10
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1148,2020-09-10
CITY OF GOLETA,231,2020-09-10
COMMUNITY OF ISLA VISTA,178,2020-09-10
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,182,2020-09-10
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",131,2020-09-10
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,750,2020-09-10
FEDERAL PRISON IN LOMPOC,1024,2020-09-10
CITY OF SANTA MARIA,3708,2020-09-10
COMMUNITY OF ORCUTT,287,2020-09-10
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",368,2020-09-10
Out of County,0,2020-09-10
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",185,2020-09-09
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1144,2020-09-09
CITY OF GOLETA,229,2020-09-09
COMMUNITY OF ISLA VISTA,172,2020-09-09
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,181,2020-09-09
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",128,2020-09-09
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,748,2020-09-09
FEDERAL PRISON IN LOMPOC,1024,2020-09-09
CITY OF SANTA MARIA,3702,2020-09-09
COMMUNITY OF ORCUTT,285,2020-09-09
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",367,2020-09-09
Out of County,0,2020-09-09
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",185,2020-09-08
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1139,2020-09-08
CITY OF GOLETA,227,2020-09-08
COMMUNITY OF ISLA VISTA,168,2020-09-08
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,178,2020-09-08
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",126,2020-09-08
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,743,2020-09-08
FEDERAL PRISON IN LOMPOC,1023,2020-09-08
CITY OF SANTA MARIA,3685,2020-09-08
COMMUNITY OF ORCUTT,283,2020-09-08
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",365,2020-09-08
Out of County,0,2020-09-08
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",181,2020-09-04
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1123,2020-09-04
CITY OF GOLETA,216,2020-09-04
COMMUNITY OF ISLA VISTA,161,2020-09-04
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,176,2020-09-04
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",122,2020-09-04
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,723,2020-09-04
FEDERAL PRISON IN LOMPOC,1023,2020-09-04
CITY OF SANTA MARIA,3651,2020-09-04
COMMUNITY OF ORCUTT,274,2020-09-04
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",360,2020-09-04
Out of County,0,2020-09-04
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",179,2020-09-03
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1122,2020-09-03
CITY OF GOLETA,217,2020-09-03
COMMUNITY OF ISLA VISTA,160,2020-09-03
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,174,2020-09-03
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",121,2020-09-03
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,700,2020-09-03
FEDERAL PRISON IN LOMPOC,1023,2020-09-03
CITY OF SANTA MARIA,3625,2020-09-03
COMMUNITY OF ORCUTT,274,2020-09-03
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",359,2020-09-03
Out of County,0,2020-09-03
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",179,2020-09-02
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1114,2020-09-02
CITY OF GOLETA,217,2020-09-02
COMMUNITY OF ISLA VISTA,153,2020-09-02
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,173,2020-09-02
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",121,2020-09-02
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,675,2020-09-02
FEDERAL PRISON IN LOMPOC,1022,2020-09-02
CITY OF SANTA MARIA,3604,2020-09-02
COMMUNITY OF ORCUTT,272,2020-09-02
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",358,2020-09-02
Out of County,0,2020-09-02
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",178,2020-09-01
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1093,2020-09-01
CITY OF GOLETA,212,2020-09-01
COMMUNITY OF ISLA VISTA,146,2020-09-01
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,171,2020-09-01
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",119,2020-09-01
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,654,2020-09-01
FEDERAL PRISON IN LOMPOC,1022,2020-09-01
CITY OF SANTA MARIA,3574,2020-09-01
COMMUNITY OF ORCUTT,269,2020-09-01
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",351,2020-09-01
Out of County,0,2020-09-01
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",178,2020-08-31
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1092,2020-08-31
CITY OF GOLETA,212,2020-08-31
COMMUNITY OF ISLA VISTA,146,2020-08-31
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,171,2020-08-31
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",118,2020-08-31
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,653,2020-08-31
FEDERAL PRISON IN LOMPOC,1019,2020-08-31
CITY OF SANTA MARIA,3564,2020-08-31
COMMUNITY OF ORCUTT,268,2020-08-31
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",349,2020-08-31
Out of County,0,2020-08-31
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",176,2020-08-28
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1077,2020-08-28
CITY OF GOLETA,207,2020-08-28
COMMUNITY OF ISLA VISTA,142,2020-08-28
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,155,2020-08-28
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",113,2020-08-28
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,637,2020-08-28
FEDERAL PRISON IN LOMPOC,1019,2020-08-28
CITY OF SANTA MARIA,3536,2020-08-28
COMMUNITY OF ORCUTT,260,2020-08-28
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",332,2020-08-28
Out of County,0,2020-08-28
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",175,2020-08-27
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1072,2020-08-27
CITY OF GOLETA,205,2020-08-27
COMMUNITY OF ISLA VISTA,141,2020-08-27
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,151,2020-08-27
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",110,2020-08-27
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,629,2020-08-27
FEDERAL PRISON IN LOMPOC,1019,2020-08-27
CITY OF SANTA MARIA,3508,2020-08-27
COMMUNITY OF ORCUTT,255,2020-08-27
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",327,2020-08-27
Out of County,0,2020-08-27
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",173,2020-08-26
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1069,2020-08-26
CITY OF GOLETA,204,2020-08-26
COMMUNITY OF ISLA VISTA,141,2020-08-26
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,149,2020-08-26
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",108,2020-08-26
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,625,2020-08-26
FEDERAL PRISON IN LOMPOC,1019,2020-08-26
CITY OF SANTA MARIA,3492,2020-08-26
COMMUNITY OF ORCUTT,254,2020-08-26
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",327,2020-08-26
Out of County,0,2020-08-26
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",173,2020-08-25
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1056,2020-08-25
CITY OF GOLETA,203,2020-08-25
COMMUNITY OF ISLA VISTA,140,2020-08-25
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,146,2020-08-25
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",105,2020-08-25
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,624,2020-08-25
FEDERAL PRISON IN LOMPOC,1019,2020-08-25
CITY OF SANTA MARIA,3475,2020-08-25
COMMUNITY OF ORCUTT,254,2020-08-25
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",323,2020-08-25
Out of County,0,2020-08-25
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",172,2020-08-24
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1049,2020-08-24
CITY OF GOLETA,202,2020-08-24
COMMUNITY OF ISLA VISTA,141,2020-08-24
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,145,2020-08-24
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",103,2020-08-24
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,607,2020-08-24
FEDERAL PRISON IN LOMPOC,1019,2020-08-24
CITY OF SANTA MARIA,3441,2020-08-24
COMMUNITY OF ORCUTT,252,2020-08-24
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",322,2020-08-24
Out of County,0,2020-08-24
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",169,2020-08-21
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1015,2020-08-21
CITY OF GOLETA,199,2020-08-21
COMMUNITY OF ISLA VISTA,135,2020-08-21
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,139,2020-08-21
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",97,2020-08-21
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,590,2020-08-21
FEDERAL PRISON IN LOMPOC,1019,2020-08-21
CITY OF SANTA MARIA,3387,2020-08-21
COMMUNITY OF ORCUTT,247,2020-08-21
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",322,2020-08-21
Out of County,0,2020-08-21
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",169,2020-08-20
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1003,2020-08-20
CITY OF GOLETA,193,2020-08-20
COMMUNITY OF ISLA VISTA,131,2020-08-20
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,139,2020-08-20
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",91,2020-08-20
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,585,2020-08-20
FEDERAL PRISON IN LOMPOC,1019,2020-08-20
CITY OF SANTA MARIA,3364,2020-08-20
COMMUNITY OF ORCUTT,244,2020-08-20
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",316,2020-08-20
Out of County,0,2020-08-20
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",168,2020-08-19
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,991,2020-08-19
CITY OF GOLETA,189,2020-08-19
COMMUNITY OF ISLA VISTA,128,2020-08-19
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,139,2020-08-19
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",87,2020-08-19
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,579,2020-08-19
FEDERAL PRISON IN LOMPOC,1019,2020-08-19
CITY OF SANTA MARIA,3334,2020-08-19
COMMUNITY OF ORCUTT,243,2020-08-19
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",313,2020-08-19
Out of County,0,2020-08-19
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",168,2020-08-18
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,985,2020-08-18
CITY OF GOLETA,187,2020-08-18
COMMUNITY OF ISLA VISTA,127,2020-08-18
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,137,2020-08-18
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",87,2020-08-18
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,576,2020-08-18
FEDERAL PRISON IN LOMPOC,1019,2020-08-18
CITY OF SANTA MARIA,3324,2020-08-18
COMMUNITY OF ORCUTT,240,2020-08-18
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",311,2020-08-18
Out of County,0,2020-08-18
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",168,2020-08-17
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,980,2020-08-17
CITY OF GOLETA,185,2020-08-17
COMMUNITY OF ISLA VISTA,127,2020-08-17
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,131,2020-08-17
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",87,2020-08-17
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,574,2020-08-17
FEDERAL PRISON IN LOMPOC,1019,2020-08-17
CITY OF SANTA MARIA,3323,2020-08-17
COMMUNITY OF ORCUTT,240,2020-08-17
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",311,2020-08-17
Out of County,0,2020-08-17
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",167,2020-08-14
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,956,2020-08-14
CITY OF GOLETA,174,2020-08-14
COMMUNITY OF ISLA VISTA,116,2020-08-14
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,127,2020-08-14
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",86,2020-08-14
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,554,2020-08-14
FEDERAL PRISON IN LOMPOC,1019,2020-08-14
CITY OF SANTA MARIA,3252,2020-08-14
COMMUNITY OF ORCUTT,233,2020-08-14
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",292,2020-08-14
Out of County,0,2020-08-14
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",165,2020-08-13
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,942,2020-08-13
CITY OF GOLETA,172,2020-08-13
COMMUNITY OF ISLA VISTA,103,2020-08-13
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,125,2020-08-13
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",85,2020-08-13
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,542,2020-08-13
FEDERAL PRISON IN LOMPOC,1019,2020-08-13
CITY OF SANTA MARIA,3199,2020-08-13
COMMUNITY OF ORCUTT,229,2020-08-13
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",287,2020-08-13
Out of County,0,2020-08-13
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",166,2020-08-12
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,929,2020-08-12
CITY OF GOLETA,169,2020-08-12
COMMUNITY OF ISLA VISTA,97,2020-08-12
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,125,2020-08-12
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",81,2020-08-12
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,536,2020-08-12
FEDERAL PRISON IN LOMPOC,1019,2020-08-12
CITY OF SANTA MARIA,3175,2020-08-12
COMMUNITY OF ORCUTT,227,2020-08-12
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",285,2020-08-12
Out of County,0,2020-08-12
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",168,2020-08-11
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,928,2020-08-11
CITY OF GOLETA,170,2020-08-11
COMMUNITY OF ISLA VISTA,96,2020-08-11
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,125,2020-08-11
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",80,2020-08-11
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,533,2020-08-11
FEDERAL PRISON IN LOMPOC,1019,2020-08-11
CITY OF SANTA MARIA,3176,2020-08-11
COMMUNITY OF ORCUTT,226,2020-08-11
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",283,2020-08-11
Out of County,0,2020-08-11
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",167,2020-08-10
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,915,2020-08-10
CITY OF GOLETA,169,2020-08-10
COMMUNITY OF ISLA VISTA,94,2020-08-10
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,123,2020-08-10
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",80,2020-08-10
